setting,seeds,acc_mean,acc_std,precision_mean,precision_std,recall_mean,recall_std,unsafe_f1_mean,unsafe_f1_std,safe_f1_mean,safe_f1_std,macro_f1_mean,macro_f1_std,fpr_mean,fpr_std,auprc_mean,auprc_std
S0_gold,[11, 23, 37, 53, 71],0.9097,0.0,0.9533,0.0,0.8578,0.0,0.9031,0.0,0.9154,0.0,0.9092,0.0,0.0404,0.0,0.9775,0.0
S1_hard_teacher,[11, 23, 37, 53, 71],0.9041,0.0,0.9353,0.0,0.8643,0.0,0.8984,0.0,0.9092,0.0,0.9038,0.0,0.0575,0.0,0.9761,0.0
S2_score_distill,[11, 23, 37, 53, 71],0.912,0.0,0.9394,0.0,0.8772,0.0,0.9073,0.0,0.9164,0.0,0.9118,0.0,0.0544,0.0,0.9778,0.0
S3_type_distill,[11, 23, 37, 53, 71],0.8946,0.0,0.9133,0.0,0.8675,0.0,0.8898,0.0,0.899,0.0,0.8944,0.0,0.0793,0.0,0.9739,0.0
S4_evidence_distill,[11, 23, 37, 53, 71],0.9105,0.0,0.9502,0.0,0.8627,0.0,0.9043,0.0,0.9159,0.0,0.9101,0.0,0.0435,0.0,0.9793,0.0
